split,generator,synthetic_file,source,classifier,size_multiplier,n_train_rows,n_synthetic_available,pcd,js,ws,accuracy,auc,sensitivity,specificity,precision,f1,brier
0,COPULA,18.csv,synthetic,mlp,1.0,614,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6688311688311688,0.5066666666666667,0.09259259259259259,0.98,0.7142857142857143,0.16393442622950818,0.2967748612094021
0,COPULA,18.csv,synthetic,xgb,1.0,614,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.7077922077922078,0.7670370370370371,0.6481481481481481,0.74,0.5737704918032787,0.6086956521739131,0.20175668597221375
0,COPULA,18.csv,synthetic,rfc,1.0,614,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.7077922077922078,0.7848148148148149,0.6666666666666666,0.73,0.5714285714285714,0.6153846153846154,0.18698791621925817
0,COPULA,18.csv,synthetic,lr,2.0,1228,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6558441558441559,0.7150000000000001,0.6851851851851852,0.64,0.5068493150684932,0.5826771653543307,0.2712885795444179
0,COPULA,18.csv,synthetic,mlp,2.0,1228,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6623376623376623,0.5462962962962963,0.09259259259259259,0.97,0.625,0.16129032258064516,0.2912744822079366
0,COPULA,18.csv,synthetic,xgb,2.0,1228,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6623376623376623,0.7609259259259259,0.6296296296296297,0.68,0.5151515151515151,0.5666666666666667,0.20654186606407166
0,COPULA,18.csv,synthetic,rfc,2.0,1228,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6623376623376623,0.7544444444444445,0.6296296296296297,0.68,0.5151515151515151,0.5666666666666667,0.19195112759589034
0,COPULA,18.csv,synthetic,lr,3.0,1842,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6233766233766234,0.6798148148148149,0.7037037037037037,0.58,0.475,0.5671641791044776,0.31322827847054724
0,COPULA,18.csv,synthetic,mlp,3.0,1842,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6623376623376623,0.5990740740740741,0.24074074074074073,0.89,0.5416666666666666,0.3333333333333333,0.26571961400223054
0,COPULA,18.csv,synthetic,xgb,3.0,1842,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.6818181818181818,0.7620370370370371,0.7037037037037037,0.67,0.5352112676056338,0.608,0.21408407390117645
0,COPULA,18.csv,synthetic,rfc,3.0,1842,42300,1.4485899300792575,0.4457904921104414,0.1321934150363025,0.7012987012987013,0.7662962962962964,0.6666666666666666,0.72,0.5625,0.6101694915254238,0.19554989459071856
0,COPULA,19.csv,synthetic,lr,1.0,614,42300,1.2380278045180246,0.461272231616427,0.1199171781687506,0.551948051948052,0.5544444444444445,0.5,0.58,0.391304347826087,0.43902439024390244,0.3376941057048635
